analysis	quantity	plugin_value	r_value	relative_difference
c0433	kurtosis	-0.30377329491830407	-0.30377329491830452	1.46e-15
c0433	max	100	100	0.00e+00
c0433	mean	79.35474662700702	79.354746627007017	0.00e+00
c0433	median	79.48143235979371	79.481432359793715	0.00e+00
c0433	min	46.092069658324995	46.092069658324995	0.00e+00
c0433	n	25	25	0.00e+00
c0433	q1	71.79068633953113	71.790686339531135	0.00e+00
c0433	q3	89.46372210407873	89.463722104078727	0.00e+00
c0433	range	53.907930341675005	53.907930341675005	0.00e+00
c0433	sd	15.888951567380591	15.888951567380591	0.00e+00
c0433	sem	3.1777903134761183	3.1777903134761183	0.00e+00
c0433	skewness	-0.48513830175706607	-0.48513830175706624	3.43e-16
c0433	variance	252.45878191056613	252.45878191056613	0.00e+00
c0434	ci_high	12.536235430833775	12.536235430833775	0.00e+00
c0434	ci_low	8.023764569166223	8.0237645691662234	0.00e+00
c0434	iqr	6	6	0.00e+00
c0434	kurtosis	-0.36841365645028823	-0.36841365645028734	2.41e-15
c0434	max	22	22	0.00e+00
c0434	mean	10.28	10.279999999999999	0.00e+00
c0434	median	11	11	0.00e+00
c0434	min	1	1	0.00e+00
c0434	n	25	25	0.00e+00
c0434	q1	7	7	0.00e+00
c0434	q3	13	13	0.00e+00
c0434	range	21	21	0.00e+00
c0434	sd	5.465955238260433	5.4659552382604328	0.00e+00
c0434	sem	1.0931910476520865	1.0931910476520865	0.00e+00
c0434	skewness	0.20748380341588477	0.20748380341588485	4.01e-16
c0434	variance	29.876666666666665	29.876666666666665	0.00e+00
c0435	ci_high	10.770681425622708	10.770681425622708	0.00e+00
c0435	ci_low	7.12931857437729	7.1293185743772911	1.25e-16
c0435	iqr	7.200000000000001	7.2000000000000011	0.00e+00
c0435	kurtosis	-1.2053457286260638	-1.2053457286260656	1.47e-15
c0435	max	16.15	16.149999999999999	0.00e+00
c0435	mean	8.95	8.9499999999999993	0.00e+00
c0435	median	8.95	8.9499999999999993	0.00e+00
c0435	min	1.75	1.75	0.00e+00
c0435	n	25	25	0.00e+00
c0435	q1	5.35	5.3499999999999996	0.00e+00
c0435	q3	12.55	12.550000000000001	0.00e+00
c0435	range	14.399999999999999	14.399999999999999	0.00e+00
c0435	sd	4.410782243548189	4.4107822435481889	0.00e+00
c0435	sem	0.8821564487096378	0.88215644870963783	0.00e+00
c0435	skewness	6.436075505073371e-16	3.9821505794444743e-16	0.00e+00
c0435	variance	19.454999999999995	19.454999999999998	1.83e-16
c0436	ci_high	90.91274519605665	90.912745196056648	0.00e+00
c0436	ci_low	75.53725480394334	75.537254803943341	0.00e+00
c0436	iqr	29.215000000000003	29.215000000000003	0.00e+00
c0436	kurtosis	-1.095847156424401	-1.0958471564244001	8.10e-16
c0436	max	112.75	112.75	0.00e+00
c0436	mean	83.225	83.224999999999994	0.00e+00
c0436	median	82.61	82.609999999999999	0.00e+00
c0436	min	49.785	49.784999999999997	0.00e+00
c0436	n	25	25	0.00e+00
c0436	q1	69.85	69.849999999999994	0.00e+00
c0436	q3	99.065	99.064999999999998	0.00e+00
c0436	range	62.965	62.965000000000003	0.00e+00
c0436	sd	18.62432907068959	18.624329070689591	0.00e+00
c0436	sem	3.7248658141379183	3.7248658141379183	0.00e+00
c0436	skewness	-0.06801407970898665	-0.068014079708986874	3.26e-15
c0436	variance	346.8656333333334	346.86563333333334	1.64e-16
c0437	ci_high	194.21427984147147	194.21427984147147	0.00e+00
c0437	ci_low	177.1267616698043	177.1267616698043	0.00e+00
c0437	iqr	37.729680959363264	37.729680959363264	0.00e+00
c0437	kurtosis	-0.6948743053319233	-0.69487430533192374	6.39e-16
c0437	max	231.25158234305874	231.25158234305874	0.00e+00
c0437	mean	185.67052075563788	185.67052075563788	0.00e+00
c0437	median	188.2082198355006	188.20821983550061	0.00e+00
c0437	min	128.39982089352122	128.39982089352122	0.00e+00
c0437	n	40	40	0.00e+00
c0437	q1	167.27906930695468	167.27906930695468	0.00e+00
c0437	q3	205.00875026631795	205.00875026631795	0.00e+00
c0437	range	102.85176144953752	102.85176144953752	0.00e+00
c0437	sd	26.714648514367326	26.714648514367326	0.00e+00
c0437	sem	4.223956809811709	4.2239568098117086	0.00e+00
c0437	skewness	-0.17244944259029799	-0.17244944259029785	8.05e-16
c0437	variance	713.6724452461884	713.67244524618843	0.00e+00
c0438	ci_high	2.5648221652847694	2.5648221652847694	0.00e+00
c0438	ci_low	1.8622600232057849	1.8622600232057847	1.19e-16
c0438	iqr	1.5989124841362388	1.5989124841362388	0.00e+00
c0438	kurtosis	0.451287536621491	0.4512875366214919	1.97e-15
c0438	max	5.159617605981334	5.1596176059813343	0.00e+00
c0438	mean	2.213541094245277	2.2135410942452771	0.00e+00
c0438	median	2.015006016169768	2.0150060161697678	0.00e+00
c0438	min	0.6363979204596882	0.63639792045968824	0.00e+00
c0438	n	40	40	0.00e+00
c0438	q1	1.2955177517393974	1.2955177517393974	0.00e+00
c0438	q3	2.894430235875636	2.8944302358756362	0.00e+00
c0438	range	4.523219685521646	4.5232196855216458	0.00e+00
c0438	sd	1.0983865823336167	1.0983865823336167	0.00e+00
c0438	sem	0.17367016757711462	0.17367016757711462	0.00e+00
c0438	skewness	0.9125091302287311	0.91250913022873115	0.00e+00
c0438	variance	1.206453084250523	1.206453084250523	0.00e+00
c0439	ci_high	1.3563616471638031	1.3563616471638031	0.00e+00
c0439	ci_low	1.0224890537637208	1.0224890537637208	0.00e+00
c0439	iqr	0.7343045098143379	0.73430450981433792	0.00e+00
c0439	kurtosis	0.3056215695790545	0.30562156957905451	0.00e+00
c0439	max	2.541324186295038	2.541324186295038	0.00e+00
c0439	mean	1.189425350463762	1.189425350463762	0.00e+00
c0439	median	1.2134480152712586	1.2134480152712586	0.00e+00
c0439	min	0.12353686037238448	0.12353686037238448	0.00e+00
c0439	n	40	40	0.00e+00
c0439	q1	0.722267490809164	0.72226749080916397	0.00e+00
c0439	q3	1.456572000623502	1.4565720006235019	0.00e+00
c0439	range	2.4177873259226534	2.4177873259226534	0.00e+00
c0439	sd	0.5219768541959805	0.5219768541959805	0.00e+00
c0439	sem	0.08253178725744582	0.082531787257445824	0.00e+00
c0439	skewness	0.33302695670137267	0.333026956701373	1.00e-15
c0439	variance	0.27245983631633186	0.27245983631633186	0.00e+00
c0440	ci_high	3.080583985292943	3.0805839852929431	0.00e+00
c0440	ci_low	2.310600400783115	2.3106004007831151	0.00e+00
c0440	iqr	1.169963347511084	1.169963347511084	0.00e+00
c0440	kurtosis	-1.0466612373257256	-1.0466612373257269	1.27e-15
c0440	max	4.190975503207142	4.1909755032071416	0.00e+00
c0440	mean	2.695592193038029	2.6955921930380291	0.00e+00
c0440	median	2.6830411098185585	2.6830411098185585	0.00e+00
c0440	min	1.4549649920127161	1.4549649920127161	0.00e+00
c0440	n	20	20	0.00e+00
c0440	q1	2.0158327530486386	2.0158327530486386	0.00e+00
c0440	q3	3.1857961005597226	3.1857961005597226	0.00e+00
c0440	range	2.7360105111944257	2.7360105111944257	0.00e+00
c0440	sd	0.8226067124726181	0.82260671247261807	0.00e+00
c0440	sem	0.1839404527836398	0.1839404527836398	0.00e+00
c0440	skewness	0.26863132717661964	0.26863132717661958	2.07e-16
c0440	variance	0.6766818034050085	0.67668180340500861	1.64e-16
c0441	ci_high	2.396516829854586	2.3965168298545856	1.85e-16
c0441	ci_low	1.5377345592445975	1.5377345592445975	0.00e+00
c0441	iqr	1.5227938496609497	1.5227938496609497	0.00e+00
c0441	kurtosis	-1.232508789064831	-1.2325087890648301	7.21e-16
c0441	max	3.4234969973739764	3.4234969973739764	0.00e+00
c0441	mean	1.9671256945495916	1.9671256945495916	0.00e+00
c0441	median	2.2803311366839587	2.2803311366839587	0.00e+00
c0441	min	0.5276728310442691	0.5276728310442691	0.00e+00
c0441	n	20	20	0.00e+00
c0441	q1	1.0620595224410376	1.0620595224410376	0.00e+00
c0441	q3	2.5848533721019873	2.5848533721019873	0.00e+00
c0441	range	2.8958241663297075	2.8958241663297075	0.00e+00
c0441	sd	0.9174741833047945	0.91747418330479447	0.00e+00
c0441	sem	0.2051534641470623	0.20515346414706229	0.00e+00
c0441	skewness	-0.23256131590908213	-0.23256131590908219	2.39e-16
c0441	variance	0.8417588770307995	0.84175887703079955	0.00e+00
c0442	ci_high	19.674327221628683	19.674327221628683	0.00e+00
c0442	ci_low	15.847507949147841	15.847507949147841	0.00e+00
c0442	iqr	3.309096097033084	3.3090960970330805	1.07e-15
c0442	kurtosis	1.1401035165045013	1.1401035165044968	3.90e-15
c0442	max	25.42512304994394	25.425123049943942	0.00e+00
c0442	mean	17.760917585388263	17.760917585388263	0.00e+00
c0442	median	17.43443154557982	17.43443154557982	0.00e+00
c0442	min	7.801376790424232	7.8013767904242322	0.00e+00
c0442	n	20	20	0.00e+00
c0442	q1	15.957620261746417	15.957620261746417	0.00e+00
c0442	q3	19.2667163587795	19.266716358779497	1.84e-16
c0442	range	17.62374625951971	17.623746259519709	0.00e+00
c0442	sd	4.0883562770579305	4.0883562770579305	0.00e+00
c0442	sem	0.9141842551739496	0.91418425517394963	0.00e+00
c0442	skewness	-0.24267860899207527	-0.24267860899207511	6.86e-16
c0442	variance	16.714657048158983	16.714657048158983	0.00e+00
c0443	ci_high	22.894815574444106	22.894815574444106	0.00e+00
c0443	ci_low	18.81504908690678	18.815049086906779	0.00e+00
c0443	iqr	4.5205859226375935	4.5205859226375935	0.00e+00
c0443	kurtosis	2.0324887753317693	2.0324887753317675	8.74e-16
c0443	max	28.763616984940604	28.763616984940604	0.00e+00
c0443	mean	20.854932330675442	20.854932330675442	0.00e+00
c0443	median	21.28877785191018	21.288777851910179	0.00e+00
c0443	min	8.900518126999033	8.9005181269990334	0.00e+00
c0443	n	20	20	0.00e+00
c0443	q1	18.90394515425885	18.903945154258849	0.00e+00
c0443	q3	23.424531076896443	23.424531076896443	0.00e+00
c0443	range	19.863098857941573	19.863098857941573	0.00e+00
c0443	sd	4.358590709574023	4.3585907095740231	0.00e+00
c0443	sem	0.9746105112706559	0.9746105112706559	0.00e+00
c0443	skewness	-0.8925101531712526	-0.89251015317125248	1.24e-16
c0443	variance	18.997312973584986	18.997312973584989	1.87e-16
c0444	ci_high	73.74858105135516	73.74858105135516	0.00e+00
c0444	ci_low	71.18055894864483	71.18055894864483	0.00e+00
c0444	iqr	4.668875	4.6688749999999999	0.00e+00
c0444	kurtosis	-1.2082355326924947	-1.2082355326924934	1.10e-15
c0444	max	77.3414	77.341399999999993	0.00e+00
c0444	mean	72.46457	72.464569999999995	0.00e+00
c0444	median	72.9915	72.991500000000002	0.00e+00
c0444	min	68.0803	68.080299999999994	0.00e+00
c0444	n	20	20	0.00e+00
c0444	q1	69.8828	69.882800000000003	0.00e+00
c0444	q3	74.551675	74.551675000000003	0.00e+00
c0444	range	9.261099999999999	9.261099999999999	0.00e+00
c0444	sd	2.7435289036874426	2.7435289036874426	0.00e+00
c0444	sem	0.6134717126880594	0.61347171268805945	0.00e+00
c0444	skewness	-0.03525132410272049	-0.035251324102720555	1.77e-15
c0444	variance	7.526950845368421	7.52695084536842	1.18e-16
c0445	ci_high	85.0743343561471	85.074334356147091	1.67e-16
c0445	ci_low	81.63487564385291	81.634875643852908	0.00e+00
c0445	iqr	4.077150000000003	4.0771500000000032	0.00e+00
c0445	kurtosis	-0.1334469826115976	-0.13344698261159715	3.33e-15
c0445	max	89.2843	89.284300000000002	0.00e+00
c0445	mean	83.354605	83.354605000000006	0.00e+00
c0445	median	83.47055	83.470550000000003	0.00e+00
c0445	min	75.3102	75.310199999999995	0.00e+00
c0445	n	20	20	0.00e+00
c0445	q1	81.17157499999999	81.17157499999999	0.00e+00
c0445	q3	85.248725	85.248724999999993	0.00e+00
c0445	range	13.974100000000007	13.974100000000007	0.00e+00
c0445	sd	3.674522263752908	3.674522263752908	0.00e+00
c0445	sem	0.8216481566587913	0.82164815665879132	0.00e+00
c0445	skewness	-0.10457021668878692	-0.10457021668878666	2.52e-15
c0445	variance	13.502113866815796	13.502113866815796	0.00e+00
c0446	ci_high	95.4157380891732	95.415738089173203	0.00e+00
c0446	ci_low	92.84307191082681	92.843071910826822	1.53e-16
c0446	iqr	2.270799999999994	2.2707999999999942	0.00e+00
c0446	kurtosis	-0.31735039729258085	-0.31735039729258219	4.20e-15
c0446	max	98.1925	98.192499999999995	0.00e+00
c0446	mean	94.129405	94.129405000000006	0.00e+00
c0446	median	94.7059	94.7059	0.00e+00
c0446	min	88.9401	88.940100000000001	0.00e+00
c0446	n	20	20	0.00e+00
c0446	q1	93.422425	93.422425000000004	0.00e+00
c0446	q3	95.693225	95.693224999999998	0.00e+00
c0446	range	9.252399999999994	9.2523999999999944	0.00e+00
c0446	sd	2.7484903702281436	2.7484903702281436	0.00e+00
c0446	sem	0.6145811303333693	0.61458113033336925	0.00e+00
c0446	skewness	-0.6788916901440808	-0.67889169014408091	1.64e-16
c0446	variance	7.554199315236838	7.5541993152368381	0.00e+00
c0447	ci_high	73.57276852638043	73.572768526380429	0.00e+00
c0447	ci_low	58.57723147361958	58.577231473619577	0.00e+00
c0447	iqr	5.424999999999997	5.4249999999999972	0.00e+00
c0447	kurtosis	-0.9429334134765153	-0.94293341347651172	3.77e-15
c0447	max	71.1	71.099999999999994	0.00e+00
c0447	mean	66.075	66.075000000000003	0.00e+00
c0447	median	66.5	66.5	0.00e+00
c0447	min	60.2	60.200000000000003	0.00e+00
c0447	n	4	4	0.00e+00
c0447	q1	63.575	63.575000000000003	0.00e+00
c0447	q3	69	69	0.00e+00
c0447	range	10.899999999999991	10.899999999999991	0.00e+00
c0447	sd	4.711952886012334	4.7119528860123339	0.00e+00
c0447	sem	2.355976443006167	2.3559764430061669	0.00e+00
c0447	skewness	-0.43000843457224486	-0.4300084345722448	1.29e-16
c0447	variance	22.20249999999996	22.202499999999961	0.00e+00
c0448	ci_high	83.57276852638043	83.572768526380415	1.70e-16
c0448	ci_low	68.57723147361958	68.577231473619577	0.00e+00
c0448	iqr	5.424999999999997	5.4249999999999972	0.00e+00
c0448	kurtosis	-0.9429334134765153	-0.94293341347651172	3.77e-15
c0448	max	81.1	81.099999999999994	0.00e+00
c0448	mean	76.075	76.075000000000003	0.00e+00
c0448	median	76.5	76.5	0.00e+00
c0448	min	70.2	70.200000000000003	0.00e+00
c0448	n	4	4	0.00e+00
c0448	q1	73.575	73.575000000000003	0.00e+00
c0448	q3	79	79	0.00e+00
c0448	range	10.899999999999991	10.899999999999991	0.00e+00
c0448	sd	4.711952886012334	4.7119528860123339	0.00e+00
c0448	sem	2.355976443006167	2.3559764430061669	0.00e+00
c0448	skewness	-0.43000843457224486	-0.4300084345722448	1.29e-16
c0448	variance	22.20249999999996	22.202499999999961	0.00e+00
c0449	ci_high	93.57276852638043	93.572768526380429	0.00e+00
c0449	ci_low	78.57723147361958	78.577231473619591	1.81e-16
c0449	iqr	5.424999999999997	5.4249999999999972	0.00e+00
c0449	kurtosis	-0.9429334134765153	-0.94293341347651172	3.77e-15
c0449	max	91.1	91.099999999999994	0.00e+00
c0449	mean	86.075	86.075000000000003	0.00e+00
c0449	median	86.5	86.5	0.00e+00
c0449	min	80.2	80.200000000000003	0.00e+00
c0449	n	4	4	0.00e+00
c0449	q1	83.575	83.575000000000003	0.00e+00
c0449	q3	89	89	0.00e+00
c0449	range	10.899999999999991	10.899999999999991	0.00e+00
c0449	sd	4.711952886012334	4.7119528860123339	0.00e+00
c0449	sem	2.355976443006167	2.3559764430061669	0.00e+00
c0449	skewness	-0.43000843457224486	-0.4300084345722448	1.29e-16
c0449	variance	22.20249999999996	22.202499999999961	0.00e+00
c0450	ci_high	23.706204736174687	23.706204736174694	3.00e-16
c0450	ci_low	-1.706204736174687	-1.7062047361746941	4.16e-15
c0450	iqr	1	1	0.00e+00
c0450	kurtosis_undefined	1	1	0.00e+00
c0450	max	12	12	0.00e+00
c0450	mean	11	11	0.00e+00
c0450	median	11	11	0.00e+00
c0450	min	10	10	0.00e+00
c0450	n	2	2	0.00e+00
c0450	q1	10.5	10.5	0.00e+00
c0450	q3	11.5	11.5	0.00e+00
c0450	range	2	2	0.00e+00
c0450	sd	1.4142135623730951	1.4142135623730951	0.00e+00
c0450	sem	1	1	0.00e+00
c0450	skewness_undefined	1	1	0.00e+00
c0450	variance	2.0000000000000004	2	2.22e-16
c0451	ci_high	34.55930710426203	34.559307104262039	2.06e-16
c0451	ci_low	-3.559307104262029	-3.5593071042620403	3.24e-15
c0451	iqr	1.5	1.5	0.00e+00
c0451	kurtosis_undefined	1	1	0.00e+00
c0451	max	17	17	0.00e+00
c0451	mean	15.5	15.5	0.00e+00
c0451	median	15.5	15.5	0.00e+00
c0451	min	14	14	0.00e+00
c0451	n	2	2	0.00e+00
c0451	q1	14.75	14.75	0.00e+00
c0451	q3	16.25	16.25	0.00e+00
c0451	range	3	3	0.00e+00
c0451	sd	2.1213203435596424	2.1213203435596424	0.00e+00
c0451	sem	1.4999999999999998	1.4999999999999998	0.00e+00
c0451	skewness_undefined	1	1	0.00e+00
c0451	variance	4.499999999999999	4.5	1.97e-16
c0452	ci_high	27.85310236808734	27.853102368087349	2.55e-16
c0452	ci_low	15.146897631912656	15.146897631912653	2.35e-16
c0452	iqr	0.5	0.5	0.00e+00
c0452	kurtosis_undefined	1	1	0.00e+00
c0452	max	22	22	0.00e+00
c0452	mean	21.5	21.5	0.00e+00
c0452	median	21.5	21.5	0.00e+00
c0452	min	21	21	0.00e+00
c0452	n	2	2	0.00e+00
c0452	q1	21.25	21.25	0.00e+00
c0452	q3	21.75	21.75	0.00e+00
c0452	range	1	1	0.00e+00
c0452	sd	0.7071067811865476	0.70710678118654757	0.00e+00
c0452	sem	0.5	0.5	0.00e+00
c0452	skewness_undefined	1	1	0.00e+00
c0452	variance	0.5000000000000001	0.5	2.22e-16
c0453	iqr	0	0	0.00e+00
c0453	kurtosis_undefined	1	1	0.00e+00
c0453	max	80	80	0.00e+00
c0453	mean	80	80	0.00e+00
c0453	median	80	80	0.00e+00
c0453	min	80	80	0.00e+00
c0453	n	6	6	0.00e+00
c0453	q1	80	80	0.00e+00
c0453	q3	80	80	0.00e+00
c0453	range	0	0	0.00e+00
c0453	sd	0	0	0.00e+00
c0453	sem	0	0	0.00e+00
c0453	skewness_undefined	1	1	0.00e+00
c0453	variance	0	0	0.00e+00
c0454	iqr	0	0	0.00e+00
c0454	kurtosis_undefined	1	1	0.00e+00
c0454	max	80	80	0.00e+00
c0454	mean	80	80	0.00e+00
c0454	median	80	80	0.00e+00
c0454	min	80	80	0.00e+00
c0454	n	6	6	0.00e+00
c0454	q1	80	80	0.00e+00
c0454	q3	80	80	0.00e+00
c0454	range	0	0	0.00e+00
c0454	sd	0	0	0.00e+00
c0454	sem	0	0	0.00e+00
c0454	skewness_undefined	1	1	0.00e+00
c0454	variance	0	0	0.00e+00
c0455	iqr	0	0	0.00e+00
c0455	kurtosis_undefined	1	1	0.00e+00
c0455	max	80	80	0.00e+00
c0455	mean	80	80	0.00e+00
c0455	median	80	80	0.00e+00
c0455	min	80	80	0.00e+00
c0455	n	6	6	0.00e+00
c0455	q1	80	80	0.00e+00
c0455	q3	80	80	0.00e+00
c0455	range	0	0	0.00e+00
c0455	sd	0	0	0.00e+00
c0455	sem	0	0	0.00e+00
c0455	skewness_undefined	1	1	0.00e+00
c0455	variance	0	0	0.00e+00
c0456	ci_high	75.49567898733024	75.495678987330237	0.00e+00
c0456	ci_low	69.10432101266976	69.104321012669757	0.00e+00
c0456	iqr	2.750000000000014	2.75	5.17e-15
c0456	kurtosis	-3.3000000000000043	-3.2999999999999989	1.61e-15
c0456	max	74.5	74.5	0.00e+00
c0456	mean	72.3	72.299999999999997	0.00e+00
c0456	median	72.30000000000001	72.300000000000011	0.00e+00
c0456	min	70.1	70.099999999999994	0.00e+00
c0456	n	4	4	0.00e+00
c0456	q1	70.925	70.925000000000011	2.00e-16
c0456	q3	73.67500000000001	73.675000000000011	0.00e+00
c0456	range	4.400000000000006	4.4000000000000057	0.00e+00
c0456	sd	2.008316044185612	2.0083160441856118	0.00e+00
c0456	sem	1.004158022092806	1.0041580220928059	0.00e+00
c0456	skewness	4.292862361883938e-15	4.2580299716475607e-15	0.00e+00
c0456	variance	4.033333333333345	4.0333333333333439	2.20e-16
c0457	ci_high	84.45956747762531	84.459567477625313	0.00e+00
c0457	ci_low	80.14043252237468	80.140432522374681	0.00e+00
c0457	iqr	2.200000000000003	2.2000000000000028	0.00e+00
c0457	kurtosis	-1.1999999999999984	-1.2000000000000002	1.48e-15
c0457	max	84.5	84.5	0.00e+00
c0457	mean	82.3	82.299999999999997	0.00e+00
c0457	median	82.3	82.299999999999997	0.00e+00
c0457	min	80.1	80.099999999999994	0.00e+00
c0457	n	5	5	0.00e+00
c0457	q1	81.2	81.200000000000003	0.00e+00
c0457	q3	83.4	83.400000000000006	0.00e+00
c0457	range	4.400000000000006	4.4000000000000057	0.00e+00
c0457	sd	1.739252713092611	1.739252713092611	0.00e+00
c0457	sem	0.7778174593052033	0.7778174593052033	0.00e+00
c0457	skewness	4.070817756958908e-15	4.0972912505803568e-15	0.00e+00
c0457	variance	3.0250000000000083	3.0250000000000079	1.47e-16
c0458	ci_high	94.45956747762531	94.459567477625313	0.00e+00
c0458	ci_low	90.14043252237468	90.140432522374681	0.00e+00
c0458	iqr	2.200000000000003	2.2000000000000028	0.00e+00
c0458	kurtosis	-1.1999999999999984	-1.2000000000000002	1.48e-15
c0458	max	94.5	94.5	0.00e+00
c0458	mean	92.3	92.299999999999997	0.00e+00
c0458	median	92.3	92.299999999999997	0.00e+00
c0458	min	90.1	90.099999999999994	0.00e+00
c0458	n	5	5	0.00e+00
c0458	q1	91.2	91.200000000000003	0.00e+00
c0458	q3	93.4	93.400000000000006	0.00e+00
c0458	range	4.400000000000006	4.4000000000000057	0.00e+00
c0458	sd	1.739252713092611	1.739252713092611	0.00e+00
c0458	sem	0.7778174593052033	0.7778174593052033	0.00e+00
c0458	skewness	4.070817756958908e-15	4.0972912505803568e-15	0.00e+00
c0458	variance	3.0250000000000083	3.0250000000000079	1.47e-16
c0460	ci_high	3.7839580226274445	3.7839580226274445	0.00e+00
c0460	ci_low	2.776041977372555	2.7760419773725551	0.00e+00
c0460	iqr	3	3	0.00e+00
c0460	kurtosis	-0.9269661564345957	-0.92696615643459701	1.44e-15
c0460	max	7	7	0.00e+00
c0460	mean	3.28	3.2799999999999998	0.00e+00
c0460	median	3	3	0.00e+00
c0460	min	1	1	0.00e+00
c0460	n	50	50	0.00e+00
c0460	q1	2	2	0.00e+00
c0460	q3	5	5	0.00e+00
c0460	range	6	6	0.00e+00
c0460	sd	1.7732709313351886	1.7732709313351886	0.00e+00
c0460	sem	0.2507783800856193	0.25077838008561931	0.00e+00
c0460	skewness	0.33349731858606285	0.33349731858606274	3.33e-16
c0460	variance	3.1444897959183673	3.1444897959183673	0.00e+00
c0461	ci_high	9.840808530534735	9.8408085305347353	0.00e+00
c0461	ci_low	6.7191914694652635	6.7191914694652635	0.00e+00
c0461	iqr	8.924999999999999	8.9249999999999989	0.00e+00
c0461	kurtosis	-1.2329616662556688	-1.2329616662556686	1.80e-16
c0461	max	19	19	0.00e+00
c0461	mean	8.28	8.2799999999999994	0.00e+00
c0461	median	7.9	7.9000000000000004	0.00e+00
c0461	min	1	1	0.00e+00
c0461	n	50	50	0.00e+00
c0461	q1	3.225	3.2250000000000001	0.00e+00
c0461	q3	12.149999999999999	12.149999999999999	0.00e+00
c0461	range	18	18	0.00e+00
c0461	sd	5.49199788932284	5.4919978893228398	0.00e+00
c0461	sem	0.7766857899604772	0.77668578996047721	0.00e+00
c0461	skewness	0.30002796553120253	0.30002796553120226	9.25e-16
c0461	variance	30.162040816326527	30.162040816326531	1.18e-16
c0462	kurtosis	-0.2855629514765563	-0.2855629514765563	0.00e+00
c0462	mean	88.95182018331927	88.951820183319271	0.00e+00
c0462	median	90.09188647004873	90.091886470048735	0.00e+00
c0462	n	45	45	0.00e+00
c0462	p	0.1684188065504883	0.16841880655049254	2.52e-14
c0462	sd	5.4387513398193805	5.4387513398193805	0.00e+00
c0462	skewness	-0.4223081701411346	-0.42230817014113459	0.00e+00
c0462	w_statistic	0.9636682520764458	0.96366825207644613	3.46e-16
c0463	kurtosis	-0.548350379661203	-0.54835037966120348	8.10e-16
c0463	mean	5.4485270685188905	5.4485270685188905	0.00e+00
c0463	median	5.367907928937989	5.3679079289379894	0.00e+00
c0463	n	45	45	0.00e+00
c0463	p	0.48036597484322996	0.48036597484324162	2.43e-14
c0463	sd	0.7079905797345153	0.70799057973451529	0.00e+00
c0463	skewness	0.3424908631755928	0.34249086317559285	1.62e-16
c0463	w_statistic	0.9763644889064611	0.97636448890646144	3.41e-16
c0464	kurtosis	-0.5554547085119124	-0.55545470851191281	8.00e-16
c0464	mean	88.70521164294013	88.705211642940128	0.00e+00
c0464	median	88.83189418153206	88.831894181532064	0.00e+00
c0464	n	45	45	0.00e+00
c0464	p	0.5037414077553821	0.50374140775535758	4.87e-14
c0464	sd	4.936072279721215	4.9360722797212153	0.00e+00
c0464	skewness	-0.26905394016754197	-0.26905394016754192	2.06e-16
c0464	w_statistic	0.9770092048262812	0.97700920482628051	6.82e-16
c0465	kurtosis	-0.7819929808732446	-0.78199298087324465	0.00e+00
c0465	mean	5.481634452200578	5.481634452200578	0.00e+00
c0465	median	5.2390480332275216	5.2390480332275216	0.00e+00
c0465	n	45	45	0.00e+00
c0465	p	0.07125026144297404	0.071250261442970864	4.46e-14
c0465	sd	0.690931814781778	0.69093181478177801	0.00e+00
c0465	skewness	0.4212380658752314	0.42123806587523133	1.32e-16
c0465	w_statistic	0.9538684889132611	0.95386848891326059	5.82e-16
c0466	kurtosis	0.1403933614946533	0.14039336149465242	6.33e-15
c0466	mean	88.3271910247897	88.327191024789698	0.00e+00
c0466	median	88.96669527819462	88.966695278194621	0.00e+00
c0466	n	45	45	0.00e+00
c0466	p	0.9977565619058817	0.99775656190588213	4.45e-16
c0466	sd	5.194975343633692	5.1949753436336916	0.00e+00
c0466	skewness	-0.04056262253311576	-0.040562622533115975	5.30e-15
c0466	w_statistic	0.9939584075963088	0.99395840759630905	2.23e-16
c0467	kurtosis	-0.44952614112711364	-0.4495261411271132	9.88e-16
c0467	mean	5.47007406148198	5.4700740614819798	0.00e+00
c0467	median	5.320846521691661	5.3208465216916609	0.00e+00
c0467	n	45	45	0.00e+00
c0467	p	0.11539888219187586	0.11539888219187149	3.79e-14
c0467	sd	0.5643535417513099	0.56435354175130992	0.00e+00
c0467	skewness	0.4604029472299116	0.46040294722991149	2.41e-16
c0467	w_statistic	0.9593527576888603	0.95935275768885986	4.63e-16
c0468	kurtosis	0.6132407744365711	0.6132407744365711	0.00e+00
c0468	mean	128.79381732267308	128.79381732267308	0.00e+00
c0468	median	128.2459923633117	128.2459923633117	0.00e+00
c0468	n	40	40	0.00e+00
c0468	p	0.8076779746439713	0.80767797464398561	1.77e-14
c0468	sd	21.44828673326018	21.448286733260179	0.00e+00
c0468	skewness	-0.2904708368822012	-0.29047083688220116	1.91e-16
c0468	w_statistic	0.9832627185526867	0.9832627185526871	4.52e-16
c0469	kurtosis	-0.2800389433755135	-0.28003894337551349	0.00e+00
c0469	mean	1.470343463480067	1.4703434634800669	0.00e+00
c0469	median	1.1891909784883135	1.1891909784883135	0.00e+00
c0469	n	40	40	0.00e+00
c0469	p	0.0020598398981544314	0.0020598398981544024	1.41e-14
c0469	sd	0.9262539473299057	0.92625394732990574	0.00e+00
c0469	skewness	0.7853474367412737	0.7853474367412735	2.83e-16
c0469	w_statistic	0.9011116261533366	0.9011116261533364	2.46e-16
c0470	kurtosis	-0.5651729255961531	-0.56517292559615262	7.86e-16
